QGPIORecord, QRC v6.1.0, 19-12-2024 @ 12:09:53, Windows 10 Version 2009, 10.0.19045, x86_64
Time, ValueIn0, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2
17893, 0.0260993, 0.000809942, 0.184393, -0.0488077, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.187329
17903, 0.0256847, 0.000809942, 0.179916, -0.0676099, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.184258
17913, 0.0250629, 0.000809942, 0.17387, -0.0867774, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.179651
17924, 0.0242337, 0.000809942, 0.166284, -0.105931, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.173509
17933, 0.0231972, 0.000809942, 0.157171, -0.124888, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.165832
17943, 0.0221608, 0.000809942, 0.148841, -0.133204, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.158154
17953, 0.0209171, 0.000809942, 0.138602, -0.146629, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.148942
17964, 0.0192587, 0.000809942, 0.12434, -0.172791, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.136658
17973, 0.0178077, 0.000809942, 0.113463, -0.173768, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.125909
17983, 0.0161494, 0.000809942, 0.100443, -0.183161, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.113626
17993, 0.0142838, 0.000809942, 0.0855762, -0.196638, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0998062
18003, 0.0124182, 0.000809942, 0.0713367, -0.201545, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0859869
18014, 0.0103453, 0.000809942, 0.0551129, -0.212561, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0706321
18023, 0.00827238, 0.000809942, 0.0394357, -0.216088, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0552773
18033, 0.00619948, 0.000809942, 0.0240376, -0.215891, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0399225
18043, 0.00412658, 0.000809942, 0.00877442, -0.213893, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.0245677
18054, 0.00205368, 0.000809942, -0.00642348, -0.211026, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, 0.00921288
18063, -0.000226507, 0.000809942, -0.0238925, -0.218094, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0076774
18073, -0.00229941, 0.000809942, -0.038651, -0.209166, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0230322
18083, -0.0043723, 0.000809942, -0.0535901, -0.202846, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.038387
18094, -0.00623791, 0.000809942, -0.0663286, -0.187532, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0522063
18103, -0.00831081, 0.000809942, -0.0818118, -0.188671, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0675611
18113, -0.0101764, 0.000809942, -0.0948283, -0.177067, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0813805
18123, -0.0118347, 0.000809942, -0.105841, -0.159288, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.0936643
18134, -0.0134931, 0.000809942, -0.117405, -0.149068, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.105948
18143, -0.0149441, 0.000809942, -0.126948, -0.132251, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.116697
18153, -0.0163951, 0.000809942, -0.13702, -0.122687, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.127445
18163, -0.0176389, 0.000809942, -0.14506, -0.106377, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.136658
18173, -0.0186753, 0.000809942, -0.151321, -0.0868935, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.144335
18184, -0.0197118, 0.000809942, -0.158242, -0.0764208, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.152013
18193, -0.0203336, 0.000809942, -0.160892, -0.049696, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.156619
18203, -0.0209555, 0.000809942, -0.164489, -0.0360009, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.161225
18213, -0.0213701, 0.000809942, -0.166271, -0.0184538, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.164296
18224, -0.0215774, 0.000809942, -0.166379, 0.000866875, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.165832
18233, -0.0215774, 0.000809942, -0.164895, 0.0208556, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.165832
18243, -0.0213701, 0.000809942, -0.161861, 0.0409769, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000809942, -0.164296
18253, -0.0212785, 0.000738432, -0.159597, 0.0506166, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.162761
18264, -0.0206566, 0.000711117, -0.153115, 0.0757973, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.158154
18273, -0.0200347, 0.000700684, -0.147606, 0.087605, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.153548
18283, -0.0194129, 0.000696699, -0.142597, 0.092743, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.148942
18293, -0.0183764, 0.000695177, -0.133224, 0.115367, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.141264
18304, -0.01734, 0.000694595, -0.124754, 0.125558, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.133587
18314, -0.0163035, 0.000694373, -0.116749, 0.129535, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.125909
18323, -0.0148525, 0.000694288, -0.104364, 0.151217, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.115161
18333, -0.0136088, 0.000694256, -0.0951767, 0.150217, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.105948
18343, -0.0121577, 0.000694244, -0.0837557, 0.158846, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0951998
18354, -0.0104994, 0.000694239, -0.0704435, 0.172143, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0829159
18363, -0.0088411, 0.000694237, -0.0577376, 0.177154, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0706321
18373, -0.00718278, 0.000694236, -0.0453397, 0.178054, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0583483
18383, -0.00552446, 0.000694236, -0.0330908, 0.176968, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0460644
18394, -0.00365885, 0.000694236, -0.0186113, 0.185277, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0322451
18403, -0.00179324, 0.000694236, -0.00455926, 0.187685, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.0184258
18413, -0.000134924, 0.000694236, 0.00696871, 0.176782, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, -0.00614192
18423, 0.00173069, 0.000694236, 0.0210847, 0.180243, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0076774
18434, 0.003389, 0.000694236, 0.0326584, 0.169951, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0199612
18443, 0.00504732, 0.000694236, 0.044494, 0.163352, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0322451
18453, 0.00670564, 0.000694236, 0.056471, 0.15864, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0445289
18463, 0.00836396, 0.000694236, 0.0685164, 0.154841, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0568128
18473, 0.00981499, 0.000694236, 0.0782923, 0.141128, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0675611
18484, 0.011266, 0.000694236, 0.0884768, 0.133064, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0783095
18493, 0.0125098, 0.000694236, 0.0965711, 0.117479, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0875224
18503, 0.0137535, 0.000694236, 0.105161, 0.108701, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0967353
18513, 0.0147899, 0.000694236, 0.111702, 0.0929613, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.104413
18524, 0.0158264, 0.000694236, 0.118759, 0.0842988, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.11209
18533, 0.0166556, 0.000694236, 0.123778, 0.0688046, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.118232
18543, 0.0172774, 0.000694236, 0.127014, 0.0500956, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.122838
18553, 0.0178993, 0.000694236, 0.130909, 0.0403777, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.127445
18564, 0.0181066, 0.000694236, 0.130533, 0.0143981, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.12898
18573, 0.0183139, 0.000694236, 0.131103, 0.00144355, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.130516
18583, 0.0185212, 0.000694236, 0.13216, -0.00500939, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.132051
18593, 0.0185212, 0.000694236, 0.131151, -0.018674, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.132051
18604, 0.0183139, 0.000694236, 0.128345, -0.035738, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.130516
18613, 0.0178993, 0.000694236, 0.123889, -0.0542555, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.127445
18623, 0.0174847, 0.000694236, 0.120156, -0.0629298, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.124374
18633, 0.0168628, 0.000694236, 0.114485, -0.0770983, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.119767
18643, 0.016241, 0.000694236, 0.109383, -0.0834794, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.115161
18654, 0.0154118, 0.000694236, 0.102268, -0.0963494, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.109019
18663, 0.0145827, 0.000694236, 0.0956856, -0.101913, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.102877
18673, 0.0135462, 0.000694236, 0.0870731, -0.114197, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0951998
18683, 0.0125098, 0.000694236, 0.0789851, -0.119288, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0875224
18694, 0.011266, 0.000694236, 0.0688627, -0.131153, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0783095
18703, 0.0100223, 0.000694236, 0.0592628, -0.135851, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0690966
18713, 0.00877854, 0.000694236, 0.0499303, -0.136981, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0598837
18723, 0.00732751, 0.000694236, 0.0384246, -0.146742, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.0491354
18734, 0.00587648, 0.000694236, 0.027374, -0.150231, 1.61803e-06, 0, 0.000208115, 0, 0.00143587, 0.0292479, 0.000694236, 0.038387
